"","gene","Expression_Score","Biology_Score","Druggability_Score","Complement_Evidence","Innate_Sensing_Evidence","Myeloid_Receptor_Evidence","Lupus_Evidence","Known_Target","AI_Target_Score","Target_Class","GWAS_Evidence","Novelty_Score","AI_Target_Score_v2"
"367","NPTN",3.16983493739341,0,0,0,0,0,0,0,-0.118395238236231,"Other",0,0,-0.118395238236231
"54","CTSS",3.16084312014815,0,0,0,0,0,0,0,-0.118670872307686,"Other",0,0,-0.118670872307686
"553","NANS",3.12551508698694,0,0,0,0,0,0,0,-0.119753813536487,"Other",0,0,-0.119753813536487
"262","ATP6V1B2",3.11592839001393,0,0,0,0,0,0,0,-0.120047682978715,"Other",0,0,-0.120047682978715
"582","FUCA2",3.11293206611684,0,0,0,0,0,0,0,-0.120139531926778,"Other",0,0,-0.120139531926778
"216","PLEKHO1",3.096838773669,0,0,0,0,0,0,0,-0.120632853754784,"Other",0,0,-0.120632853754784
"224","LGALS1",3.07568622070213,0,0,0,0,0,0,0,-0.121281261538984,"Other",0,0,-0.121281261538984
"490","GCA",3.06460932177488,0,0,0,0,0,0,0,-0.121620811450547,"Other",0,0,-0.121620811450547
"525","FBP1",3.01346200492411,0,0,0,0,0,0,0,-0.123188675076227,"Other",0,0,-0.123188675076227
"505","CCL3",3.01064309919848,0,0,0,0,0,0,0,-0.123275085469255,"Other",0,0,-0.123275085469255
"357","GPX1",2.96932335334074,0,0,0,0,0,0,0,-0.124541695929813,"Other",0,0,-0.124541695929813
"240","SKAP2",2.96206933303413,0,0,0,0,0,0,0,-0.124764059785416,"Other",0,0,-0.124764059785416
"362","TSPO",2.95487296593999,0,0,0,0,0,0,0,-0.124984656346461,"Other",0,0,-0.124984656346461
"391","RNF13",2.9453331621766,0,0,0,0,0,0,0,-0.125277088329948,"Other",0,0,-0.125277088329948
"358","MEF2C",2.94348769001878,0,0,0,0,0,0,0,-0.125333659208864,"Other",0,0,-0.125333659208864
"568","SLC35F6",2.92494157935856,0,0,0,0,0,0,0,-0.125902169427823,"Other",0,0,-0.125902169427823
"316","IFIT3",2.8827190482995,0,0,0,0,0,0,0,-0.127196453756066,"Other",0,0,-0.127196453756066
"479","SLCO3A1",2.87936193939308,0,0,0,0,0,0,0,-0.127299362163895,"Other",0,0,-0.127299362163895
"326","ATP6V0B",2.87620879452956,0,0,0,0,0,0,0,-0.127396018282776,"Other",0,0,-0.127396018282776
"122","COTL1",2.87352632708062,0,0,0,0,0,0,0,-0.127478246313477,"Other",0,0,-0.127478246313477
"305","RHOC",2.84892396583822,0,0,0,0,0,0,0,-0.128232404100684,"Other",0,0,-0.128232404100684
"443","MAPKAPK3",2.8336658572472,0,0,0,0,0,0,0,-0.128700124304392,"Other",0,0,-0.128700124304392
"616","SRGAP2",2.82921518232253,0,0,0,0,0,0,0,-0.128836554751848,"Other",0,0,-0.128836554751848
"397","FAM46A",2.82628449003061,0,0,0,0,0,0,0,-0.128926391836674,"Other",0,0,-0.128926391836674
"261","C10orf54",2.80297105974596,0,0,0,0,0,0,0,-0.129641038891177,"Other",0,0,-0.129641038891177
"157","LGALS9",2.78841560068481,0,0,0,0,0,0,0,-0.130087220161714,"Other",0,0,-0.130087220161714
"331","RNH1",2.77199347901298,0,0,0,0,0,0,0,-0.13059062188073,"Other",0,0,-0.13059062188073
"612","TNRC18",2.75229629674426,0,0,0,0,0,0,0,-0.13119441690868,"Other",0,0,-0.13119441690868
"449","ATP1B1",2.69646818978966,0,0,0,0,0,0,0,-0.13290576490451,"Other",0,0,-0.13290576490451
"493","CTBP2",2.68917985668192,0,0,0,0,0,0,0,-0.133129180580543,"Other",0,0,-0.133129180580543
"573","EPN1",2.68595070419113,0,0,0,0,0,0,0,-0.13322816662798,"Other",0,0,-0.13322816662798
"366","ABI3",2.68500202905906,0,0,0,0,0,0,0,-0.133257247200017,"Other",0,0,-0.133257247200017
"351","LTA4H",2.67801275804358,0,0,0,0,0,0,0,-0.133471495463071,"Other",0,0,-0.133471495463071
"451","SNX18",2.67482491671198,0,0,0,0,0,0,0,-0.133569215163263,"Other",0,0,-0.133569215163263
"470","STX12",2.66926534427525,0,0,0,0,0,0,0,-0.133739637620091,"Other",0,0,-0.133739637620091
"80","S100A11",2.64910705683323,0,0,0,0,0,0,0,-0.134357567309904,"Other",0,0,-0.134357567309904
"156","ANXA5",2.63606930373107,0,0,0,0,0,0,0,-0.134757225006692,"Other",0,0,-0.134757225006692
"483","TMEM127",2.63163130824004,0,0,0,0,0,0,0,-0.134893266780332,"Other",0,0,-0.134893266780332
"579","MFSD12",2.61724778067681,0,0,0,0,0,0,0,-0.135334177683657,"Other",0,0,-0.135334177683657
"432","PEA15",2.6129708652292,0,0,0,0,0,0,0,-0.135465281729251,"Other",0,0,-0.135465281729251
"385","NAAA",2.59650734156887,0,0,0,0,0,0,0,-0.135969952579784,"Other",0,0,-0.135969952579784
"526","ARID3A",2.59354625578166,0,0,0,0,0,0,0,-0.136060721343116,"Other",0,0,-0.136060721343116
"558","PELI1",2.58187149518612,0,0,0,0,0,0,0,-0.136418598033493,"Other",0,0,-0.136418598033493
"566","CXorf21",2.58040385672976,0,0,0,0,0,0,0,-0.136463586844111,"Other",0,0,-0.136463586844111
"446","CTSH",2.56873982622249,0,0,0,0,0,0,0,-0.136821134615669,"Other",0,0,-0.136821134615669
"619","UBAC1",2.55481253876997,0,0,0,0,0,0,0,-0.137248059990169,"Other",0,0,-0.137248059990169
"477","DIAPH2",2.55098003899699,0,0,0,0,0,0,0,-0.137365540971762,"Other",0,0,-0.137365540971762
"633","ABHD12",2.5380759524395,0,0,0,0,0,0,0,-0.137761101270558,"Other",0,0,-0.137761101270558
"207","CSTB",2.53495972728935,0,0,0,0,0,0,0,-0.137856625657039,"Other",0,0,-0.137856625657039
"184","RHOG",2.52840322703628,0,0,0,0,0,0,0,-0.138057607817815,"Other",0,0,-0.138057607817815
"621","CLCN7",2.52044437502107,0,0,0,0,0,0,0,-0.138301577498829,"Other",0,0,-0.138301577498829
"419","SNX10",2.51992626813356,0,0,0,0,0,0,0,-0.138317459484301,"Other",0,0,-0.138317459484301
"487","TCIRG1",2.50113019515438,0,0,0,0,0,0,0,-0.138893632017762,"Other",0,0,-0.138893632017762
"613","GOLIM4",2.49734144990831,0,0,0,0,0,0,0,-0.139009771753413,"Other",0,0,-0.139009771753413
"606","RCOR1",2.49595329391489,0,0,0,0,0,0,0,-0.139052324118285,"Other",0,0,-0.139052324118285
"508","GNAQ",2.48079368026443,0,0,0,0,0,0,0,-0.139517025070072,"Other",0,0,-0.139517025070072
"542","PLD3",2.4767194559469,0,0,0,0,0,0,0,-0.139641915846434,"Other",0,0,-0.139641915846434
"523","RHOQ",2.46868202781229,0,0,0,0,0,0,0,-0.139888294190248,"Other",0,0,-0.139888294190248
"230","ARRB2",2.46636665984586,0,0,0,0,0,0,0,-0.139959269198091,"Other",0,0,-0.139959269198091
"468","PDLIM5",2.44879650902632,0,0,0,0,0,0,0,-0.140497862462877,"Other",0,0,-0.140497862462877
"77","SAT1",2.44465958748516,0,0,0,0,0,0,0,-0.140624675152301,"Other",0,0,-0.140624675152301
"559","STK40",2.44196523384649,0,0,0,0,0,0,0,-0.140707267540815,"Other",0,0,-0.140707267540815
"675","PGD",2.42504489440893,0,0,0,0,0,0,0,-0.141225941566584,"Other",0,0,-0.141225941566584
"299","FGR",2.42485717902462,0,0,0,0,0,0,0,-0.141231695771128,"Other",0,0,-0.141231695771128
"415","DOK2",2.42466077842785,0,0,0,0,0,0,0,-0.141237716211118,"Other",0,0,-0.141237716211118
"629","ACOT9",2.41786109802126,0,0,0,0,0,0,0,-0.141446152786723,"Other",0,0,-0.141446152786723
"144","TNFRSF1B",2.41121089847756,0,0,0,0,0,0,0,-0.141650007194149,"Other",0,0,-0.141650007194149
"545","INSIG1",2.39881401766578,0,0,0,0,0,0,0,-0.142030019669748,"Other",0,0,-0.142030019669748
"554","DPYD",2.39376154436195,0,0,0,0,0,0,0,-0.142184897571474,"Other",0,0,-0.142184897571474
"325","MT2A",2.37360150887716,0,0,0,0,0,0,0,-0.142802880845577,"Other",0,0,-0.142802880845577
"510","TNFRSF1A",2.36820014556428,0,0,0,0,0,0,0,-0.142968453579178,"Other",0,0,-0.142968453579178
"45","PSAP",2.34323992463385,0,0,0,0,0,0,0,-0.143733581153708,"Other",0,0,-0.143733581153708
"290","PPT1",2.34010330323181,0,0,0,0,0,0,0,-0.143829730764413,"Other",0,0,-0.143829730764413
"651","CEP170",2.32258208873988,0,0,0,0,0,0,0,-0.144366823940967,"Other",0,0,-0.144366823940967
"550","DDAH2",2.30574283636912,0,0,0,0,0,0,0,-0.14488301233366,"Other",0,0,-0.14488301233366
"529","RIN3",2.28191266378559,0,0,0,0,0,0,0,-0.1456134995437,"Other",0,0,-0.1456134995437
"628","GNPDA1",2.27961462355058,0,0,0,0,0,0,0,-0.145683943389373,"Other",0,0,-0.145683943389373
"437","FKBP15",2.24596430884466,0,0,0,0,0,0,0,-0.146715456040839,"Other",0,0,-0.146715456040839
"660","PAPSS1",2.23432089995283,0,0,0,0,0,0,0,-0.147072371679907,"Other",0,0,-0.147072371679907
"353","SYNGR2",2.22385483742218,0,0,0,0,0,0,0,-0.147393197086912,"Other",0,0,-0.147393197086912
"174","HLA-DRA",2.21901606384641,0,0,0,0,0,0,0,-0.147541524263184,"Other",0,0,-0.147541524263184
"475","AP2S1",2.21290033916552,0,0,0,0,0,0,0,-0.147728994943216,"Other",0,0,-0.147728994943216
"442","SH3BP2",2.21060801181333,0,0,0,0,0,0,0,-0.147799263666875,"Other",0,0,-0.147799263666875
"586","PRCP",2.20720759372314,0,0,0,0,0,0,0,-0.147903499669151,"Other",0,0,-0.147903499669151
"617","FAM65A",2.2049937180505,0,0,0,0,0,0,0,-0.147971363544573,"Other",0,0,-0.147971363544573
"669","RNPEP",2.1964922345431,0,0,0,0,0,0,0,-0.148231966985306,"Other",0,0,-0.148231966985306
"656","RP11-115H15.2",2.19016211607389,0,0,0,0,0,0,0,-0.148426009666432,"Other",0,0,-0.148426009666432
"667","AP2A1",2.17851909944786,0,0,0,0,0,0,0,-0.148782913281032,"Other",0,0,-0.148782913281032
"607","CEPT1",2.17177994748527,0,0,0,0,0,0,0,-0.148989494425081,"Other",0,0,-0.148989494425081
"572","GBAS",2.17048520366043,0,0,0,0,0,0,0,-0.149029183344706,"Other",0,0,-0.149029183344706
"531","PLIN2",2.11575281073015,0,0,0,0,0,0,0,-0.150706943456192,"Other",0,0,-0.150706943456192
"691","DNASE1L1",2.1129385692364,0,0,0,0,0,0,0,-0.150793210872425,"Other",0,0,-0.150793210872425
"506","LPAR6",2.10229062292576,0,0,0,0,0,0,0,-0.151119611722685,"Other",0,0,-0.151119611722685
"461","NUMB",2.09619779617623,0,0,0,0,0,0,0,-0.151306380492316,"Other",0,0,-0.151306380492316
"225","CECR1",2.08405066007898,0,0,0,0,0,0,0,-0.151678737323832,"Other",0,0,-0.151678737323832
"677","MEGF9",2.08303823394795,0,0,0,0,0,0,0,-0.151709772111231,"Other",0,0,-0.151709772111231
"641","SCRN1",2.07950206231996,0,0,0,0,0,0,0,-0.151818169485934,"Other",0,0,-0.151818169485934
"438","ASAP1",2.07038086804195,0,0,0,0,0,0,0,-0.152097769465204,"Other",0,0,-0.152097769465204
"491","SWAP70",2.06103384574754,0,0,0,0,0,0,0,-0.152384291949005,"Other",0,0,-0.152384291949005
"242","FKBP1A",2.05702103140472,0,0,0,0,0,0,0,-0.152507300271476,"Other",0,0,-0.152507300271476
"682","SGPL1",2.05485068397954,0,0,0,0,0,0,0,-0.152573829837298,"Other",0,0,-0.152573829837298
"603","KDM6B",2.05175375583329,0,0,0,0,0,0,0,-0.152668762695771,"Other",0,0,-0.152668762695771
"205","HLA-DRB1",2.05134537780607,0,0,0,0,0,0,0,-0.152681281066114,"Other",0,0,-0.152681281066114
"518","YWHAH",2.04981297620743,0,0,0,0,0,0,0,-0.152728255118212,"Other",0,0,-0.152728255118212
"444","KLF3",2.03727986374746,0,0,0,0,0,0,0,-0.153112443622174,"Other",0,0,-0.153112443622174
"680","ATP11A",2.02942415057549,0,0,0,0,0,0,0,-0.15335325169764,"Other",0,0,-0.15335325169764
"664","SSFA2",2.02594345068626,0,0,0,0,0,0,0,-0.153459948648414,"Other",0,0,-0.153459948648414
"195","ZYX",2.02169599577466,0,0,0,0,0,0,0,-0.153590149614322,"Other",0,0,-0.153590149614322
"549","COMT",2.01168989054015,0,0,0,0,0,0,0,-0.153896875546353,"Other",0,0,-0.153896875546353
"263","CTSD",2.00755593024602,0,0,0,0,0,0,0,-0.154023597462071,"Other",0,0,-0.154023597462071
"541","ICAM2",2.00169151354556,0,0,0,0,0,0,0,-0.154203364577857,"Other",0,0,-0.154203364577857
"689","UBASH3B",1.98428894154219,0,0,0,0,0,0,0,-0.154736820902007,"Other",0,0,-0.154736820902007
"598","ZMIZ1",1.98119588621417,0,0,0,0,0,0,0,-0.154831635043581,"Other",0,0,-0.154831635043581
"481","CTSA",1.96587322840539,0,0,0,0,0,0,0,-0.155301333931154,"Other",0,0,-0.155301333931154
"652","DUSP5",1.96474384195854,0,0,0,0,0,0,0,-0.155335954005839,"Other",0,0,-0.155335954005839
"679","DNASE2",1.95653733199993,0,0,0,0,0,0,0,-0.155587515363309,"Other",0,0,-0.155587515363309
"625","MANBA",1.95393313036726,0,0,0,0,0,0,0,-0.155667344243203,"Other",0,0,-0.155667344243203
"610","CTNNA1",1.94124044377246,0,0,0,0,0,0,0,-0.156056424313272,"Other",0,0,-0.156056424313272
"627","PLEKHM2",1.94102559822039,0,0,0,0,0,0,0,-0.156063010162676,"Other",0,0,-0.156063010162676
"685","NKIRAS2",1.93144818228363,0,0,0,0,0,0,0,-0.156356595105149,"Other",0,0,-0.156356595105149
"430","ATP6AP1",1.92861548455832,0,0,0,0,0,0,0,-0.156443428276457,"Other",0,0,-0.156443428276457
"439","HLA-DQA1",1.91778419870207,0,0,0,0,0,0,0,-0.156775449194835,"Other",0,0,-0.156775449194835
"392","RAB10",1.91324766148233,0,0,0,0,0,0,0,-0.156914511654633,"Other",0,0,-0.156914511654633
"339","MGAT1",1.90406353163493,0,0,0,0,0,0,0,-0.157196040853189,"Other",0,0,-0.157196040853189
"433","PLCB2",1.89838254844702,0,0,0,0,0,0,0,-0.157370185020407,"Other",0,0,-0.157370185020407
"678","ZBTB7B",1.86734212307161,0,0,0,0,0,0,0,-0.15832169444198,"Other",0,0,-0.15832169444198
"374","LIMS1",1.86243796446031,0,0,0,0,0,0,0,-0.158472025923173,"Other",0,0,-0.158472025923173
"488","HSPB1",1.84926162063382,0,0,0,0,0,0,0,-0.158875931963157,"Other",0,0,-0.158875931963157
"707","ALCAM",1.84710719156606,0,0,0,0,0,0,0,-0.158941973569588,"Other",0,0,-0.158941973569588
"425","GNB2",1.83921772763452,0,0,0,0,0,0,0,-0.159183816236731,"Other",0,0,-0.159183816236731
"447","CNPY3",1.83789217500842,0,0,0,0,0,0,0,-0.1592244495656,"Other",0,0,-0.1592244495656
"504","MAP3K3",1.81697033394795,0,0,0,0,0,0,0,-0.159865785135101,"Other",0,0,-0.159865785135101
"577","RB1",1.80385771101049,0,0,0,0,0,0,0,-0.160267737882708,"Other",0,0,-0.160267737882708
"657","MTF1",1.79735869258699,0,0,0,0,0,0,0,-0.160466958002476,"Other",0,0,-0.160466958002476
"333","ZFAND5",1.79668794130938,0,0,0,0,0,0,0,-0.160487519130504,"Other",0,0,-0.160487519130504
"705","CLN8",1.78530810602234,0,0,0,0,0,0,0,-0.16083635521637,"Other",0,0,-0.16083635521637
"520","RRBP1",1.784943013745,0,0,0,0,0,0,0,-0.160847546710605,"Other",0,0,-0.160847546710605
"638","SLC12A7",1.78366984666455,0,0,0,0,0,0,0,-0.160886574219334,"Other",0,0,-0.160886574219334
"654","TNFAIP8L2",1.77817360261921,0,0,0,0,0,0,0,-0.16105505541536,"Other",0,0,-0.16105505541536
"592","NRIP1",1.77395850962382,0,0,0,0,0,0,0,-0.161184264363028,"Other",0,0,-0.161184264363028
"452","RGS19",1.77281620257998,0,0,0,0,0,0,0,-0.161219280504121,"Other",0,0,-0.161219280504121
"271","IFI6",1.77106836478423,0,0,0,0,0,0,0,-0.161272858511185,"Other",0,0,-0.161272858511185
"363","ATP1B3",1.7568096802496,0,0,0,0,0,0,0,-0.161709942491506,"Other",0,0,-0.161709942491506
"277","CMTM6",1.75461406542219,0,0,0,0,0,0,0,-0.161777246601201,"Other",0,0,-0.161777246601201
"611","AP1B1",1.75326080483391,0,0,0,0,0,0,0,-0.161818729286571,"Other",0,0,-0.161818729286571
"650","RREB1",1.75207468343782,0,0,0,0,0,0,0,-0.161855088507485,"Other",0,0,-0.161855088507485
"373","YBX1",1.75056397134365,0,0,0,0,0,0,0,-0.161901397692154,"Other",0,0,-0.161901397692154
"413","PTPRE",1.7491213729332,0,0,0,0,0,0,0,-0.161945618928251,"Other",0,0,-0.161945618928251
"522","GSTO1",1.74674920754169,0,0,0,0,0,0,0,-0.162018334997449,"Other",0,0,-0.162018334997449
"514","ATP6V0D1",1.73268399912821,0,0,0,0,0,0,0,-0.162449488184301,"Other",0,0,-0.162449488184301
"714","PDXK",1.70851822352477,0,0,0,0,0,0,0,-0.163190262928468,"Other",0,0,-0.163190262928468
"67","FTL",1.70531947012022,0,0,0,0,0,0,0,-0.163288317126015,"Other",0,0,-0.163288317126015
"658","SPG21",1.7037242042924,0,0,0,0,0,0,0,-0.163337218210544,"Other",0,0,-0.163337218210544
"539","YWHAG",1.69869847445077,0,0,0,0,0,0,0,-0.163491276321435,"Other",0,0,-0.163491276321435
"556","BLOC1S1",1.69530354464137,0,0,0,0,0,0,0,-0.163595344086621,"Other",0,0,-0.163595344086621
"774","SLC12A9",1.69228004819818,0,0,0,0,0,0,0,-0.163688025978605,"Other",0,0,-0.163688025978605
"575","ATG16L2",1.69040441880383,0,0,0,0,0,0,0,-0.163745521293779,"Other",0,0,-0.163745521293779
"264","H2AFY",1.68914863857062,0,0,0,0,0,0,0,-0.163784015828209,"Other",0,0,-0.163784015828209
"719","ATXN3",1.68587932356092,0,0,0,0,0,0,0,-0.163884233012613,"Other",0,0,-0.163884233012613
"589","HLA-DMB",1.68584297024745,0,0,0,0,0,0,0,-0.163885347382659,"Other",0,0,-0.163885347382659
"594","CACUL1",1.68085557047819,0,0,0,0,0,0,0,-0.164038230528177,"Other",0,0,-0.164038230528177
"516","MEF2A",1.67229085618134,0,0,0,0,0,0,0,-0.164300772237834,"Other",0,0,-0.164300772237834
"507","HPCAL1",1.66313250176877,0,0,0,0,0,0,0,-0.164581511319347,"Other",0,0,-0.164581511319347
"455","IER5",1.66006503725829,0,0,0,0,0,0,0,-0.164675541003115,"Other",0,0,-0.164675541003115
"459","PRDX1",1.65396886778807,0,0,0,0,0,0,0,-0.164862412240099,"Other",0,0,-0.164862412240099
"758","SIK1",1.63531386900961,0,0,0,0,0,0,0,-0.165434260302182,"Other",0,0,-0.165434260302182
"608","RILPL2",1.63145759295195,0,0,0,0,0,0,0,-0.165552470119112,"Other",0,0,-0.165552470119112
"599","CAPZA2",1.6304281294579,0,0,0,0,0,0,0,-0.165584027167764,"Other",0,0,-0.165584027167764
"744","ADA",1.62268926798818,0,0,0,0,0,0,0,-0.165821253285371,"Other",0,0,-0.165821253285371
"712","ARHGAP17",1.62060190447697,0,0,0,0,0,0,0,-0.165885239072394,"Other",0,0,-0.165885239072394
"696","ZFYVE16",1.61548701068766,0,0,0,0,0,0,0,-0.166042030404085,"Other",0,0,-0.166042030404085
"614","NOP10",1.61232314534516,0,0,0,0,0,0,0,-0.166139015147225,"Other",0,0,-0.166139015147225
"631","FEZ2",1.61017818313089,0,0,0,0,0,0,0,-0.166204766557881,"Other",0,0,-0.166204766557881
"733","MNT",1.60912243163963,0,0,0,0,0,0,0,-0.1662371294356,"Other",0,0,-0.1662371294356
"601","IFIT2",1.60815133499728,0,0,0,0,0,0,0,-0.166266897313884,"Other",0,0,-0.166266897313884
"596","GCH1",1.60768536510562,0,0,0,0,0,0,0,-0.166281181098231,"Other",0,0,-0.166281181098231
"547","SAMSN1",1.60672369147922,0,0,0,0,0,0,0,-0.166310660124531,"Other",0,0,-0.166310660124531
"401","QKI",1.60637343076246,0,0,0,0,0,0,0,-0.166321396973912,"Other",0,0,-0.166321396973912
"376","VMP1",1.60580423848678,0,0,0,0,0,0,0,-0.166338844924655,"Other",0,0,-0.166338844924655
"567","IL10RB",1.60295553392798,0,0,0,0,0,0,0,-0.166426168767489,"Other",0,0,-0.166426168767489
"759","FAM126A",1.59502725399592,0,0,0,0,0,0,0,-0.166669201295587,"Other",0,0,-0.166669201295587
"569","PABPC4",1.58820963764493,0,0,0,0,0,0,0,-0.166878187677449,"Other",0,0,-0.166878187677449
"636","HM13",1.58535997747497,0,0,0,0,0,0,0,-0.166965540813471,"Other",0,0,-0.166965540813471
"602","ATG3",1.57551286464599,0,0,0,0,0,0,0,-0.167267393011653,"Other",0,0,-0.167267393011653
"672","JAK2",1.57547297755404,0,0,0,0,0,0,0,-0.167268615705715,"Other",0,0,-0.167268615705715
"690","VAMP3",1.57536317505668,0,0,0,0,0,0,0,-0.167271981578105,"Other",0,0,-0.167271981578105
"772","NEU1",1.57364965545253,0,0,0,0,0,0,0,-0.167324507599501,"Other",0,0,-0.167324507599501
"182","SAMHD1",1.57209574392565,0,0,0,0,0,0,0,-0.167372141014322,"Other",0,0,-0.167372141014322
"668","CYBA",1.57169827180459,0,0,0,0,0,0,0,-0.167384325076345,"Other",0,0,-0.167384325076345
"441","CYTH4",1.56953441217448,0,0,0,0,0,0,0,-0.167450655766086,"Other",0,0,-0.167450655766086
"253","RNASET2",1.55936142248208,0,0,0,0,0,0,0,-0.167762497353977,"Other",0,0,-0.167762497353977
"513","METTL7A",1.55218911304101,0,0,0,0,0,0,0,-0.167982356454652,"Other",0,0,-0.167982356454652
"551","TET2",1.53393103727769,0,0,0,0,0,0,0,-0.168542037286938,"Other",0,0,-0.168542037286938
"364","OAS3",1.53360203424622,0,0,0,0,0,0,0,-0.168552122505822,"Other",0,0,-0.168552122505822
"324","CD63",1.52898189843865,0,0,0,0,0,0,0,-0.168693747586558,"Other",0,0,-0.168693747586558
"201","WSB1",1.52113144884897,0,0,0,0,0,0,0,-0.168934394312813,"Other",0,0,-0.168934394312813
"721","LAMTOR2",1.52105657314791,0,0,0,0,0,0,0,-0.16893668954344,"Other",0,0,-0.16893668954344
"524","NCOR2",1.51310038790006,0,0,0,0,0,0,0,-0.169180577477692,"Other",0,0,-0.169180577477692
"695","NCSTN",1.50964481642234,0,0,0,0,0,0,0,-0.169286504145198,"Other",0,0,-0.169286504145198
"595","TRIM8",1.50798175792368,0,0,0,0,0,0,0,-0.169337483338008,"Other",0,0,-0.169337483338008
"760","PFKL",1.50785520242304,0,0,0,0,0,0,0,-0.169341362754921,"Other",0,0,-0.169341362754921
"591","IL6R",1.5061035749805,0,0,0,0,0,0,0,-0.169395056929357,"Other",0,0,-0.169395056929357
"684","ITPK1",1.50552102060373,0,0,0,0,0,0,0,-0.169412914480321,"Other",0,0,-0.169412914480321
"734","MKL1",1.50441050719431,0,0,0,0,0,0,0,-0.169446956023214,"Other",0,0,-0.169446956023214
"587","LEPROT",1.50364988741078,0,0,0,0,0,0,0,-0.169470271969484,"Other",0,0,-0.169470271969484
"585","SNX6",1.50166997615524,0,0,0,0,0,0,0,-0.16953096392814,"Other",0,0,-0.16953096392814
"584","NBPF10",1.50087993692254,0,0,0,0,0,0,0,-0.169555181694624,"Other",0,0,-0.169555181694624
"735","PPP4C",1.49742580143724,0,0,0,0,0,0,0,-0.169661064343393,"Other",0,0,-0.169661064343393
"736","MAP2K3",1.49458464561762,0,0,0,0,0,0,0,-0.169748156788095,"Other",0,0,-0.169748156788095
"382","MX2",1.48938584825703,0,0,0,0,0,0,0,-0.169907520089648,"Other",0,0,-0.169907520089648
"315","TPP1",1.48557679268726,0,0,0,0,0,0,0,-0.17002428241549,"Other",0,0,-0.17002428241549
"515","PTTG1IP",1.47805123052148,0,0,0,0,0,0,0,-0.170254970082194,"Other",0,0,-0.170254970082194
"609","IFNAR1",1.47570581159201,0,0,0,0,0,0,0,-0.170326866268601,"Other",0,0,-0.170326866268601
"725","RASSF2",1.47529085020415,0,0,0,0,0,0,0,-0.17033958644448,"Other",0,0,-0.17033958644448
"686","C1orf132",1.47196847806909,0,0,0,0,0,0,0,-0.170441430035547,"Other",0,0,-0.170441430035547
"737","CARD16",1.46691222915343,0,0,0,0,0,0,0,-0.170596423674419,"Other",0,0,-0.170596423674419
"653","HVCN1",1.46467573906393,0,0,0,0,0,0,0,-0.170664980769423,"Other",0,0,-0.170664980769423
"645","CD55",1.4630420861025,0,0,0,0,0,0,0,-0.170715058568473,"Other",0,0,-0.170715058568473
"706","OGDH",1.45809867027597,0,0,0,0,0,0,0,-0.170866593435564,"Other",0,0,-0.170866593435564
"780","M6PR",1.4570414245418,0,0,0,0,0,0,0,-0.170899002117623,"Other",0,0,-0.170899002117623
"723","SNAP29",1.4439658784847,0,0,0,0,0,0,0,-0.171299818315052,"Other",0,0,-0.171299818315052
"320","EFHD2",1.44368916266246,0,0,0,0,0,0,0,-0.171308300728189,"Other",0,0,-0.171308300728189
"731","ZDHHC7",1.43834174048357,0,0,0,0,0,0,0,-0.171472219956833,"Other",0,0,-0.171472219956833
"466","PTPN6",1.4383062896597,0,0,0,0,0,0,0,-0.171473306662074,"Other",0,0,-0.171473306662074
"795","EIF2AK4",1.43593641850846,0,0,0,0,0,0,0,-0.17154595240391,"Other",0,0,-0.17154595240391
"212","HLA-DPA1",1.42937510947206,0,0,0,0,0,0,0,-0.171747081972545,"Other",0,0,-0.171747081972545
"748","GUSB",1.42929657808475,0,0,0,0,0,0,0,-0.171749489264133,"Other",0,0,-0.171749489264133
"336","ANXA2",1.42063479279499,0,0,0,0,0,0,0,-0.172015006576193,"Other",0,0,-0.172015006576193
"724","ARL8A",1.41913441254614,0,0,0,0,0,0,0,-0.172060999049732,"Other",0,0,-0.172060999049732
"530","MED13L",1.4176915172613,0,0,0,0,0,0,0,-0.172105229386181,"Other",0,0,-0.172105229386181
"761","GLB1",1.41166922830593,0,0,0,0,0,0,0,-0.172289835898855,"Other",0,0,-0.172289835898855
"398","ISG15",1.40765002942329,0,0,0,0,0,0,0,-0.172413039932233,"Other",0,0,-0.172413039932233
"620","NFIC",1.39783502059518,0,0,0,0,0,0,0,-0.172713908018279,"Other",0,0,-0.172713908018279
"745","SNX27",1.3969074756912,0,0,0,0,0,0,0,-0.172742340866876,"Other",0,0,-0.172742340866876
"693","NOTCH2",1.39004844729458,0,0,0,0,0,0,0,-0.172952596688544,"Other",0,0,-0.172952596688544
"501","ZNF106",1.38746368861542,0,0,0,0,0,0,0,-0.173031829566507,"Other",0,0,-0.173031829566507
"676","ARHGAP27",1.37230429070914,0,0,0,0,0,0,0,-0.173496523904899,"Other",0,0,-0.173496523904899
"540","RAP2B",1.36602245075113,0,0,0,0,0,0,0,-0.173689086662418,"Other",0,0,-0.173689086662418
"757","TALDO1",1.36237018739622,0,0,0,0,0,0,0,-0.173801042698788,"Other",0,0,-0.173801042698788
"536","PTPN18",1.35522763679728,0,0,0,0,0,0,0,-0.174019989575539,"Other",0,0,-0.174019989575539
"552","TNFSF10",1.34979559568095,0,0,0,0,0,0,0,-0.174186502702793,"Other",0,0,-0.174186502702793
"810","PDE4A",1.34957047926987,0,0,0,0,0,0,0,-0.17419340339386,"Other",0,0,-0.17419340339386
"730","PSEN1",1.34725333179811,0,0,0,0,0,0,0,-0.174264432950442,"Other",0,0,-0.174264432950442
