"","gene","Expression_Score","Biology_Score","Druggability_Score","Complement_Evidence","Innate_Sensing_Evidence","Myeloid_Receptor_Evidence","Lupus_Evidence","Known_Target","AI_Target_Score","Target_Class","GWAS_Evidence","Novelty_Score","AI_Target_Score_v2"
"1087","PIM3",0.689723605630685,0,0,0,0,0,0,0,-0.19442026914941,"Other",0,0,-0.19442026914941
"990","HEG1",0.689409849675486,0,0,0,0,0,0,0,-0.194429886986274,"Other",0,0,-0.194429886986274
"1059","PQLC3",0.686412804847586,0,0,0,0,0,0,0,-0.194521758033662,"Other",0,0,-0.194521758033662
"642","CTSC",0.68513057333959,0,0,0,0,0,0,0,-0.19456106340225,"Other",0,0,-0.19456106340225
"800","CMIP",0.68323619291175,0,0,0,0,0,0,0,-0.194619133509322,"Other",0,0,-0.194619133509322
"877","GPR65",0.683162883679451,0,0,0,0,0,0,0,-0.194621380721607,"Other",0,0,-0.194621380721607
"970","TBCB",0.682364750459039,0,0,0,0,0,0,0,-0.194645846600206,"Other",0,0,-0.194645846600206
"1019","GGA1",0.679826024955739,0,0,0,0,0,0,0,-0.1947236683828,"Other",0,0,-0.1947236683828
"998","STX4",0.678853271019397,0,0,0,0,0,0,0,-0.194753487063572,"Other",0,0,-0.194753487063572
"966","NT5C2",0.678202800733325,0,0,0,0,0,0,0,-0.194773426500553,"Other",0,0,-0.194773426500553
"1030","LAMTOR1",0.67799880520421,0,0,0,0,0,0,0,-0.194779679754675,"Other",0,0,-0.194779679754675
"976","AMD1",0.674434777768381,0,0,0,0,0,0,0,-0.19488893101792,"Other",0,0,-0.19488893101792
"811","TMED9",0.673664406343403,0,0,0,0,0,0,0,-0.194912545889821,"Other",0,0,-0.194912545889821
"1020","PANK2",0.673587047271313,0,0,0,0,0,0,0,-0.194914917245401,"Other",0,0,-0.194914917245401
"295","IFITM2",0.672042868014992,0,0,0,0,0,0,0,-0.194962252328385,"Other",0,0,-0.194962252328385
"860","TMEM165",0.67045575850528,0,0,0,0,0,0,0,-0.195010903390131,"Other",0,0,-0.195010903390131
"922","NMI",0.669733959498993,0,0,0,0,0,0,0,-0.19503302932902,"Other",0,0,-0.19503302932902
"870","NFE2L2",0.66925949987166,0,0,0,0,0,0,0,-0.195047573356691,"Other",0,0,-0.195047573356691
"939","FAM96A",0.668916456940877,0,0,0,0,0,0,0,-0.19505808895294,"Other",0,0,-0.19505808895294
"804","GSTP1",0.667693232694777,0,0,0,0,0,0,0,-0.195095585520103,"Other",0,0,-0.195095585520103
"916","CPEB4",0.667488753267808,0,0,0,0,0,0,0,-0.19510185360757,"Other",0,0,-0.19510185360757
"973","LRRFIP2",0.666809220935396,0,0,0,0,0,0,0,-0.195122683908983,"Other",0,0,-0.195122683908983
"798","ACIN1",0.665377744051192,0,0,0,0,0,0,0,-0.195166564227169,"Other",0,0,-0.195166564227169
"955","RPS6KA1",0.664896887544265,0,0,0,0,0,0,0,-0.195181304344008,"Other",0,0,-0.195181304344008
"956","MTHFR",0.663911101733659,0,0,0,0,0,0,0,-0.195211522502267,"Other",0,0,-0.195211522502267
"984","CHMP2B",0.663550367335014,0,0,0,0,0,0,0,-0.195222580410619,"Other",0,0,-0.195222580410619
"1078","OSTF1",0.663079262040917,0,0,0,0,0,0,0,-0.195237021614967,"Other",0,0,-0.195237021614967
"977","CSGALNACT2",0.66066052006128,0,0,0,0,0,0,0,-0.195311165437229,"Other",0,0,-0.195311165437229
"785","ABRACL",0.660532120583986,0,0,0,0,0,0,0,-0.195315101379179,"Other",0,0,-0.195315101379179
"951","SH3BP1",0.660034257171718,0,0,0,0,0,0,0,-0.195330362823624,"Other",0,0,-0.195330362823624
"932","RGS10",0.659769150339486,0,0,0,0,0,0,0,-0.195338489376194,"Other",0,0,-0.195338489376194
"716","ATP1A1",0.659469459748866,0,0,0,0,0,0,0,-0.195347676055084,"Other",0,0,-0.195347676055084
"1052","BUD31",0.659395574690268,0,0,0,0,0,0,0,-0.195349940918677,"Other",0,0,-0.195349940918677
"925","CHMP3",0.658504235358078,0,0,0,0,0,0,0,-0.195377263926083,"Other",0,0,-0.195377263926083
"1057","FAM91A1",0.656471144119728,0,0,0,0,0,0,0,-0.195439586057459,"Other",0,0,-0.195439586057459
"940","SPATS2L",0.656466746824603,0,0,0,0,0,0,0,-0.195439720851608,"Other",0,0,-0.195439720851608
"931","WDR11",0.654337630469846,0,0,0,0,0,0,0,-0.195504986525215,"Other",0,0,-0.195504986525215
"890","TMEM30A",0.653816087227821,0,0,0,0,0,0,0,-0.19552097384828,"Other",0,0,-0.19552097384828
"1076","ORMDL2",0.653002984935134,0,0,0,0,0,0,0,-0.195545898586999,"Other",0,0,-0.195545898586999
"223","CD74",0.651310137840895,0,0,0,0,0,0,0,-0.195597790915792,"Other",0,0,-0.195597790915792
"294","LAPTM5",0.646415752663012,0,0,0,0,0,0,0,-0.195747822803346,"Other",0,0,-0.195747822803346
"911","TPM4",0.645469915474836,0,0,0,0,0,0,0,-0.195776816381396,"Other",0,0,-0.195776816381396
"991","UBE2A",0.644393640994255,0,0,0,0,0,0,0,-0.195809808368332,"Other",0,0,-0.195809808368332
"319","SRGN",0.641358371916321,0,0,0,0,0,0,0,-0.195902851137229,"Other",0,0,-0.195902851137229
"766","RBPJ",0.639628878572367,0,0,0,0,0,0,0,-0.1959558668157,"Other",0,0,-0.1959558668157
"710","COX6B1",0.639485133030689,0,0,0,0,0,0,0,-0.19596027317404,"Other",0,0,-0.19596027317404
"923","GNAI3",0.639280239442366,0,0,0,0,0,0,0,-0.195966553957159,"Other",0,0,-0.195966553957159
"671","SMAP2",0.637917788979118,0,0,0,0,0,0,0,-0.196008318347838,"Other",0,0,-0.196008318347838
"852","IRF7",0.637182034355545,0,0,0,0,0,0,0,-0.196030872080521,"Other",0,0,-0.196030872080521
"1056","ELMO2",0.636413400057865,0,0,0,0,0,0,0,-0.196054433702733,"Other",0,0,-0.196054433702733
"963","TMOD3",0.636115411338006,0,0,0,0,0,0,0,-0.196063568212684,"Other",0,0,-0.196063568212684
"1017","PCYT1A",0.63579238649851,0,0,0,0,0,0,0,-0.196073470176799,"Other",0,0,-0.196073470176799
"789","ARHGEF2",0.635698926074898,0,0,0,0,0,0,0,-0.196076335101249,"Other",0,0,-0.196076335101249
"1034","DNAJC13",0.634345970511122,0,0,0,0,0,0,0,-0.196117808436435,"Other",0,0,-0.196117808436435
"1000","C7orf73",0.632567473979398,0,0,0,0,0,0,0,-0.19617232625266,"Other",0,0,-0.19617232625266
"996","CTC-241F20.3",0.621312149693902,0,0,0,0,0,0,0,-0.196517345593439,"Other",0,0,-0.196517345593439
"862","DDX60L",0.616260152134441,0,0,0,0,0,0,0,-0.196672208911755,"Other",0,0,-0.196672208911755
"1071","STAT5A",0.615917188131249,0,0,0,0,0,0,0,-0.196682722088568,"Other",0,0,-0.196682722088568
"1054","CALU",0.615864546249183,0,0,0,0,0,0,0,-0.196684335766414,"Other",0,0,-0.196684335766414
"979","ILK",0.614569810921084,0,0,0,0,0,0,0,-0.196724024425581,"Other",0,0,-0.196724024425581
"967","APC",0.613742448260505,0,0,0,0,0,0,0,-0.196749386299881,"Other",0,0,-0.196749386299881
"1023","PRNP",0.611492927872611,0,0,0,0,0,0,0,-0.196818342824066,"Other",0,0,-0.196818342824066
"848","RAB2A",0.610749280575794,0,0,0,0,0,0,0,-0.196841138497794,"Other",0,0,-0.196841138497794
"1021","ARHGAP4",0.609310710943933,0,0,0,0,0,0,0,-0.196885236236203,"Other",0,0,-0.196885236236203
"879","PPP1R15A",0.608856736822743,0,0,0,0,0,0,0,-0.196899152303662,"Other",0,0,-0.196899152303662
"776","PAK2",0.608561546263638,0,0,0,0,0,0,0,-0.196908201039133,"Other",0,0,-0.196908201039133
"988","EXOC1",0.605696219991399,0,0,0,0,0,0,0,-0.196996034401948,"Other",0,0,-0.196996034401948
"942","ZCCHC2",0.603095378758672,0,0,0,0,0,0,0,-0.197075760272551,"Other",0,0,-0.197075760272551
"687","EPSTI1",0.600704878506898,0,0,0,0,0,0,0,-0.197149038376325,"Other",0,0,-0.197149038376325
"894","NUP62",0.600680629591804,0,0,0,0,0,0,0,-0.197149781699617,"Other",0,0,-0.197149781699617
"688","CALM3",0.600092207966413,0,0,0,0,0,0,0,-0.197167819104506,"Other",0,0,-0.197167819104506
"855","MAF",0.599765304727093,0,0,0,0,0,0,0,-0.197177839956617,"Other",0,0,-0.197177839956617
"318","MYL6",0.598448455534374,0,0,0,0,0,0,0,-0.197218206491499,"Other",0,0,-0.197218206491499
"1027","MAPRE1",0.597934669512729,0,0,0,0,0,0,0,-0.197233956025674,"Other",0,0,-0.197233956025674
"492","CALM2",0.597438915294348,0,0,0,0,0,0,0,-0.197249152815147,"Other",0,0,-0.197249152815147
"872","MIS18BP1",0.596930532285167,0,0,0,0,0,0,0,-0.197264736726036,"Other",0,0,-0.197264736726036
"802","TRIM14",0.594732867002815,0,0,0,0,0,0,0,-0.197332103690126,"Other",0,0,-0.197332103690126
"995","ERP44",0.594266000708557,0,0,0,0,0,0,0,-0.197346414952689,"Other",0,0,-0.197346414952689
"1082","MAP7D1",0.594145482168085,0,0,0,0,0,0,0,-0.19735010931336,"Other",0,0,-0.19735010931336
"478","JUNB",0.593612070528458,0,0,0,0,0,0,0,-0.197366460448841,"Other",0,0,-0.197366460448841
"994","NDUFS6",0.592198257634301,0,0,0,0,0,0,0,-0.197409799297225,"Other",0,0,-0.197409799297225
"1084","GANAB",0.591144082115855,0,0,0,0,0,0,0,-0.197442113865266,"Other",0,0,-0.197442113865266
"913","SFT2D2",0.590274415635719,0,0,0,0,0,0,0,-0.197468772515702,"Other",0,0,-0.197468772515702
"1123","DYNC1LI1",0.588712118877909,0,0,0,0,0,0,0,-0.197516662970371,"Other",0,0,-0.197516662970371
"1008","PRR14L",0.587111013181571,0,0,0,0,0,0,0,-0.197565743069518,"Other",0,0,-0.197565743069518
"1004","CRTAP",0.586366100752828,0,0,0,0,0,0,0,-0.197588577524447,"Other",0,0,-0.197588577524447
"738","STAT6",0.582090482177237,0,0,0,0,0,0,0,-0.197719641815884,"Other",0,0,-0.197719641815884
"867","CNDP2",0.579217136161664,0,0,0,0,0,0,0,-0.197807721014934,"Other",0,0,-0.197807721014934
"345","SERF2",0.576854398677391,0,0,0,0,0,0,0,-0.197880148082212,"Other",0,0,-0.197880148082212
"474","TLN1",0.574689473447986,0,0,0,0,0,0,0,-0.197946511436704,"Other",0,0,-0.197946511436704
"615","PARP14",0.572875079320803,0,0,0,0,0,0,0,-0.198002129653452,"Other",0,0,-0.198002129653452
"1086","C6orf106",0.571948723800604,0,0,0,0,0,0,0,-0.198030526042823,"Other",0,0,-0.198030526042823
"1110","PIEZO1",0.571490241412398,0,0,0,0,0,0,0,-0.198044580306149,"Other",0,0,-0.198044580306149
"828","VAMP8",0.571487937027496,0,0,0,0,0,0,0,-0.198044650944484,"Other",0,0,-0.198044650944484
"1060","RASSF3",0.569908651757525,0,0,0,0,0,0,0,-0.198093062162937,"Other",0,0,-0.198093062162937
"1053","RRAGC",0.568201733759354,0,0,0,0,0,0,0,-0.198145385819506,"Other",0,0,-0.198145385819506
"962","FAR1",0.563871846587406,0,0,0,0,0,0,0,-0.198278113653891,"Other",0,0,-0.198278113653891
"933","ADAM10",0.563828847025712,0,0,0,0,0,0,0,-0.198279431757222,"Other",0,0,-0.198279431757222
"949","PLEKHB2",0.56356672491884,0,0,0,0,0,0,0,-0.198287466816383,"Other",0,0,-0.198287466816383
"1002","DRAM2",0.56260541099895,0,0,0,0,0,0,0,-0.198316934816284,"Other",0,0,-0.198316934816284
"1062","WIPI2",0.562505573730385,0,0,0,0,0,0,0,-0.198319995215763,"Other",0,0,-0.198319995215763
"1115","RSRC1",0.560955215280048,0,0,0,0,0,0,0,-0.198367519715008,"Other",0,0,-0.198367519715008
"1095","IVD",0.55966529610114,0,0,0,0,0,0,0,-0.198407060740524,"Other",0,0,-0.198407060740524
"1064","CHMP4B",0.559374181130704,0,0,0,0,0,0,0,-0.198415984543397,"Other",0,0,-0.198415984543397
"1129","ARMCX3",0.55925899823888,0,0,0,0,0,0,0,-0.198419515345744,"Other",0,0,-0.198419515345744
"796","PAG1",0.558264220892816,0,0,0,0,0,0,0,-0.198450009129437,"Other",0,0,-0.198450009129437
"1141","NAA20",0.558190824269356,0,0,0,0,0,0,0,-0.1984522590206,"Other",0,0,-0.1984522590206
"1012","PRR13",0.55519052677843,0,0,0,0,0,0,0,-0.198544229774725,"Other",0,0,-0.198544229774725
"920","PPP1CB",0.553473265782139,0,0,0,0,0,0,0,-0.1985968704843,"Other",0,0,-0.1985968704843
"1081","FKBP8",0.551909060514656,0,0,0,0,0,0,0,-0.198644819442192,"Other",0,0,-0.198644819442192
"1055","OXR1",0.551754123165268,0,0,0,0,0,0,0,-0.198649568872843,"Other",0,0,-0.198649568872843
"618","NFKBIA",0.551693393624986,0,0,0,0,0,0,0,-0.19865143046878,"Other",0,0,-0.19865143046878
"965","COX17",0.547735088398969,0,0,0,0,0,0,0,-0.198772767875419,"Other",0,0,-0.198772767875419
"1133","FBXO42",0.545428999983047,0,0,0,0,0,0,0,-0.19884345842905,"Other",0,0,-0.19884345842905
"537","FOS",0.544098347964552,0,0,0,0,0,0,0,-0.198884248074073,"Other",0,0,-0.198884248074073
"379","ACTR2",0.542498341290814,0,0,0,0,0,0,0,-0.198933294483915,"Other",0,0,-0.198933294483915
"702","PKM",0.542344280967578,0,0,0,0,0,0,0,-0.198938017030313,"Other",0,0,-0.198938017030313
"1153","MDM2",0.540812102068849,0,0,0,0,0,0,0,-0.198984984255796,"Other",0,0,-0.198984984255796
"698","SERP1",0.53818465836101,0,0,0,0,0,0,0,-0.199065525595434,"Other",0,0,-0.199065525595434
"1139","ZNF706",0.538149049055552,0,0,0,0,0,0,0,-0.199066617158749,"Other",0,0,-0.199066617158749
"969","DOCK2",0.536309634642788,0,0,0,0,0,0,0,-0.199123002344286,"Other",0,0,-0.199123002344286
"1088","TMEM147",0.535904546448911,0,0,0,0,0,0,0,-0.199135419868478,"Other",0,0,-0.199135419868478
"926","DENND4B",0.531075333581451,0,0,0,0,0,0,0,-0.199283453971961,"Other",0,0,-0.199283453971961
"1065","DCTN1",0.530750800881514,0,0,0,0,0,0,0,-0.199293402157846,"Other",0,0,-0.199293402157846
"1093","VPS53",0.530552162860044,0,0,0,0,0,0,0,-0.19929949118358,"Other",0,0,-0.19929949118358
"953","UQCRQ",0.529222031991921,0,0,0,0,0,0,0,-0.199340264853324,"Other",0,0,-0.199340264853324
"929","PSMD7",0.527331338535669,0,0,0,0,0,0,0,-0.199398221940418,"Other",0,0,-0.199398221940418
"1001","VDAC1",0.525263473731999,0,0,0,0,0,0,0,-0.199461610016433,"Other",0,0,-0.199461610016433
"581","TPM3",0.525261067926376,0,0,0,0,0,0,0,-0.199461683763706,"Other",0,0,-0.199461683763706
"753","CD97",0.523945586189748,0,0,0,0,0,0,0,-0.199502008380755,"Other",0,0,-0.199502008380755
"1148","GPR108",0.523927884077108,0,0,0,0,0,0,0,-0.199502551019161,"Other",0,0,-0.199502551019161
"1041","DDX27",0.522892796185911,0,0,0,0,0,0,0,-0.199534280477399,"Other",0,0,-0.199534280477399
"971","HIPK3",0.521702168078128,0,0,0,0,0,0,0,-0.199570777846506,"Other",0,0,-0.199570777846506
"1015","EEA1",0.521370580267726,0,0,0,0,0,0,0,-0.199580942298889,"Other",0,0,-0.199580942298889
"1049","SNX17",0.521367807862422,0,0,0,0,0,0,0,-0.199581027283863,"Other",0,0,-0.199581027283863
"906","HSPH1",0.519784219688027,0,0,0,0,0,0,0,-0.199629570403025,"Other",0,0,-0.199629570403025
"1025","NECAP2",0.518007261280416,0,0,0,0,0,0,0,-0.199684041069781,"Other",0,0,-0.199684041069781
"1134","CCDC12",0.515894859163227,0,0,0,0,0,0,0,-0.199748794387184,"Other",0,0,-0.199748794387184
"921","PTPN12",0.515019161762954,0,0,0,0,0,0,0,-0.199775637908712,"Other",0,0,-0.199775637908712
"486","MSN",0.514942181060693,0,0,0,0,0,0,0,-0.19977799766579,"Other",0,0,-0.19977799766579
"570","CDC42",0.511481115176242,0,0,0,0,0,0,0,-0.199884092758171,"Other",0,0,-0.199884092758171
"1100","MRPS5",0.511324401515762,0,0,0,0,0,0,0,-0.199888896639646,"Other",0,0,-0.199888896639646
"762","ATP6V0E1",0.507186780473824,0,0,0,0,0,0,0,-0.200015730771481,"Other",0,0,-0.200015730771481
"1158","CCDC47",0.505509127485745,0,0,0,0,0,0,0,-0.200067157341993,"Other",0,0,-0.200067157341993
"377","CAP1",0.505297323743343,0,0,0,0,0,0,0,-0.200073649948135,"Other",0,0,-0.200073649948135
"997","FGD5-AS1",0.504972680532018,0,0,0,0,0,0,0,-0.200083601521623,"Other",0,0,-0.200083601521623
"1066","AP1M1",0.504867902331484,0,0,0,0,0,0,0,-0.20008681337983,"Other",0,0,-0.20008681337983
"1121","RHOT1",0.502879556661938,0,0,0,0,0,0,0,-0.200147763885985,"Other",0,0,-0.200147763885985
"1310","PRPF19",0.502285287883688,0,0,0,0,0,0,0,-0.200165980528786,"Other",0,0,-0.200165980528786
"1167","SGPP1",0.501522587816221,0,0,0,0,0,0,0,-0.200189360243827,"Other",0,0,-0.200189360243827
"436","LRRFIP1",0.500051677468777,0,0,0,0,0,0,0,-0.200234449350595,"Other",0,0,-0.200234449350595
"842","GDI2",0.49983161775441,0,0,0,0,0,0,0,-0.200241195034296,"Other",0,0,-0.200241195034296
"957","COX5B",0.498548720540856,0,0,0,0,0,0,0,-0.200280520809341,"Other",0,0,-0.200280520809341
"817","GIMAP4",0.498392442067768,0,0,0,0,0,0,0,-0.200285311350635,"Other",0,0,-0.200285311350635
"1083","FAM32A",0.496102090925259,0,0,0,0,0,0,0,-0.200355519495802,"Other",0,0,-0.200355519495802
"954","ARHGDIA",0.49537223758012,0,0,0,0,0,0,0,-0.200377892331415,"Other",0,0,-0.200377892331415
"825","YWHAE",0.493781452897328,0,0,0,0,0,0,0,-0.200426656051469,"Other",0,0,-0.200426656051469
"1159","ANAPC11",0.492265083158882,0,0,0,0,0,0,0,-0.200473138664876,"Other",0,0,-0.200473138664876
"1135","PPP2R1A",0.490836589688505,0,0,0,0,0,0,0,-0.200516927529857,"Other",0,0,-0.200516927529857
"1233","SPPL3",0.490664872386037,0,0,0,0,0,0,0,-0.200522191331148,"Other",0,0,-0.200522191331148
"1140","SLIRP",0.48787247832211,0,0,0,0,0,0,0,-0.200607789038925,"Other",0,0,-0.200607789038925
"1150","PITPNA",0.485551675151877,0,0,0,0,0,0,0,-0.200678930656844,"Other",0,0,-0.200678930656844
"901","TAOK1",0.485427298493184,0,0,0,0,0,0,0,-0.200682743283802,"Other",0,0,-0.200682743283802
"975","CMPK2",0.485342059315107,0,0,0,0,0,0,0,-0.200685356195192,"Other",0,0,-0.200685356195192
"1099","PROSC",0.48373683851334,0,0,0,0,0,0,0,-0.200734562438281,"Other",0,0,-0.200734562438281
"1080","NFKB1",0.483236129095718,0,0,0,0,0,0,0,-0.200749911123828,"Other",0,0,-0.200749911123828
"1101","MPC1",0.482614649540418,0,0,0,0,0,0,0,-0.200768961882477,"Other",0,0,-0.200768961882477
"1047","KPNA4",0.482265268527649,0,0,0,0,0,0,0,-0.200779671765519,"Other",0,0,-0.200779671765519
"1031","PHACTR2",0.481901796042965,0,0,0,0,0,0,0,-0.200790813606827,"Other",0,0,-0.200790813606827
"1075","LRPAP1",0.481340631106164,0,0,0,0,0,0,0,-0.200808015488501,"Other",0,0,-0.200808015488501
"1137","CYB5R4",0.480774539558433,0,0,0,0,0,0,0,-0.200825368389907,"Other",0,0,-0.200825368389907
"626","NAP1L1",0.480294016413605,0,0,0,0,0,0,0,-0.200840098287905,"Other",0,0,-0.200840098287905
"1043","IFIH1",0.479850988210404,0,0,0,0,0,0,0,-0.200853678820526,"Other",0,0,-0.200853678820526
"1136","INPPL1",0.478528597692331,0,0,0,0,0,0,0,-0.20089421521852,"Other",0,0,-0.20089421521852
"980","CCT5",0.477791095377939,0,0,0,0,0,0,0,-0.200916822524705,"Other",0,0,-0.200916822524705
"622","FYB",0.477696987912204,0,0,0,0,0,0,0,-0.200919707283506,"Other",0,0,-0.200919707283506
"1013","ST3GAL5",0.476634368954581,0,0,0,0,0,0,0,-0.200952280675704,"Other",0,0,-0.200952280675704
"704","TAOK3",0.474621440028062,0,0,0,0,0,0,0,-0.201013984754027,"Other",0,0,-0.201013984754027
"1051","ATXN2",0.474175960324857,0,0,0,0,0,0,0,-0.20102764043463,"Other",0,0,-0.20102764043463
"1109","SNRPC",0.466932041998218,0,0,0,0,0,0,0,-0.201249694625368,"Other",0,0,-0.201249694625368
"1118","HDAC2",0.466009005551352,0,0,0,0,0,0,0,-0.201277989272269,"Other",0,0,-0.201277989272269
"1124","SDCCAG8",0.465250753325992,0,0,0,0,0,0,0,-0.201301232643699,"Other",0,0,-0.201301232643699
"1149","RAB4B",0.464458603424161,0,0,0,0,0,0,0,-0.201325515110379,"Other",0,0,-0.201325515110379
"1170","SNF8",0.463893506168057,0,0,0,0,0,0,0,-0.20134283753289,"Other",0,0,-0.20134283753289
"1092","OSTM1",0.463475089860947,0,0,0,0,0,0,0,-0.201355663615444,"Other",0,0,-0.201355663615444
"1184","SQRDL",0.461663926461115,0,0,0,0,0,0,0,-0.201411182797868,"Other",0,0,-0.201411182797868
"1114","NDUFA6",0.461513393136972,0,0,0,0,0,0,0,-0.201415797228065,"Other",0,0,-0.201415797228065
"643","ENO1",0.460819331086669,0,0,0,0,0,0,0,-0.201437072921682,"Other",0,0,-0.201437072921682
"1037","KHSRP",0.460387201817114,0,0,0,0,0,0,0,-0.201450319359717,"Other",0,0,-0.201450319359717
"1235","NR1H2",0.459591698722969,0,0,0,0,0,0,0,-0.201474704614745,"Other",0,0,-0.201474704614745
"1182","EIF6",0.458768236685806,0,0,0,0,0,0,0,-0.20149994691981,"Other",0,0,-0.20149994691981
"1090","ATP2A2",0.456870470979955,0,0,0,0,0,0,0,-0.201558120798783,"Other",0,0,-0.201558120798783
"1132","DUSP22",0.456387056006935,0,0,0,0,0,0,0,-0.20157293934253,"Other",0,0,-0.20157293934253
"1119","SH2D3C",0.456243455166055,0,0,0,0,0,0,0,-0.201577341265229,"Other",0,0,-0.201577341265229
"1111","BLOC1S2",0.454920462119421,0,0,0,0,0,0,0,-0.201617896133061,"Other",0,0,-0.201617896133061
"886","SQSTM1",0.453779266413112,0,0,0,0,0,0,0,-0.201652878207349,"Other",0,0,-0.201652878207349
"1146","CNPPD1",0.453470478574571,0,0,0,0,0,0,0,-0.20166234375217,"Other",0,0,-0.20166234375217
"1105","NDUFS2",0.453015926033696,0,0,0,0,0,0,0,-0.201676277550435,"Other",0,0,-0.201676277550435
"1074","RSU1",0.452975602242324,0,0,0,0,0,0,0,-0.201677513631028,"Other",0,0,-0.201677513631028
"388","KLF6",0.451721111521001,0,0,0,0,0,0,0,-0.201715968636917,"Other",0,0,-0.201715968636917
"1142","TTC1",0.451324258989984,0,0,0,0,0,0,0,-0.201728133706102,"Other",0,0,-0.201728133706102
"1157","MTIF2",0.446692561262431,0,0,0,0,0,0,0,-0.201870113204526,"Other",0,0,-0.201870113204526
"1045","IFNAR2",0.446217762785374,0,0,0,0,0,0,0,-0.201884667619254,"Other",0,0,-0.201884667619254
"1247","PBDC1",0.445514888858591,0,0,0,0,0,0,0,-0.20190621343106,"Other",0,0,-0.20190621343106
"1162","RALBP1",0.44503274630733,0,0,0,0,0,0,0,-0.201920992970146,"Other",0,0,-0.201920992970146
"1218","OTUB1",0.441696102189221,0,0,0,0,0,0,0,-0.202023274052844,"Other",0,0,-0.202023274052844
"1024","PTGER4",0.440579945933033,0,0,0,0,0,0,0,-0.202057488570876,"Other",0,0,-0.202057488570876
"1186","ITFG1",0.44011920538494,0,0,0,0,0,0,0,-0.202071612055561,"Other",0,0,-0.202071612055561
"1122","GATAD1",0.440014740524826,0,0,0,0,0,0,0,-0.202074814308669,"Other",0,0,-0.202074814308669
"1116","PML",0.434565976270167,0,0,0,0,0,0,0,-0.20224184006497,"Other",0,0,-0.20224184006497
"375","SH3BGRL3",0.434190624715757,0,0,0,0,0,0,0,-0.202253346045835,"Other",0,0,-0.202253346045835
"1072","CLEC2B",0.433063293856529,0,0,0,0,0,0,0,-0.202287903108788,"Other",0,0,-0.202287903108788
"904","UBE2B",0.432348856030318,0,0,0,0,0,0,0,-0.20230980339896,"Other",0,0,-0.20230980339896
"866","COX8A",0.431857690038758,0,0,0,0,0,0,0,-0.202324859541486,"Other",0,0,-0.202324859541486
"1145","AAMP",0.429041071326261,0,0,0,0,0,0,0,-0.202411199828692,"Other",0,0,-0.202411199828692
"1152","B4GALT1",0.428587039429819,0,0,0,0,0,0,0,-0.202425117667186,"Other",0,0,-0.202425117667186
"814","LARP1",0.426491081665183,0,0,0,0,0,0,0,-0.202489366901408,"Other",0,0,-0.202489366901408
"1094","PTP4A1",0.424890390223223,0,0,0,0,0,0,0,-0.202538434302052,"Other",0,0,-0.202538434302052
"1113","CHMP2A",0.424733527184535,0,0,0,0,0,0,0,-0.202543242762548,"Other",0,0,-0.202543242762548
"1036","LAMP1",0.420234686313489,0,0,0,0,0,0,0,-0.202681149683062,"Other",0,0,-0.202681149683062
"1144","COPS7A",0.419192650495863,0,0,0,0,0,0,0,-0.202713092122191,"Other",0,0,-0.202713092122191
"314","ARPC2",0.417347021873731,0,0,0,0,0,0,0,-0.202769667797345,"Other",0,0,-0.202769667797345
"1018","HDLBP",0.411834051899733,0,0,0,0,0,0,0,-0.202938661707952,"Other",0,0,-0.202938661707952
"1171","CNP",0.409550805209545,0,0,0,0,0,0,0,-0.203008652074103,"Other",0,0,-0.203008652074103
"1097","FNDC3B",0.407954402709935,0,0,0,0,0,0,0,-0.20305758800203,"Other",0,0,-0.20305758800203
"1029","EIF4A1",0.406372148676991,0,0,0,0,0,0,0,-0.203106090224582,"Other",0,0,-0.203106090224582
"851","TUBB",0.405966933375294,0,0,0,0,0,0,0,-0.203118511645122,"Other",0,0,-0.203118511645122
"1068","ACAA1",0.405433066497896,0,0,0,0,0,0,0,-0.203134876735406,"Other",0,0,-0.203134876735406
"1240","PSMB2",0.404890635399212,0,0,0,0,0,0,0,-0.203151504352286,"Other",0,0,-0.203151504352286
"1214","PSME3",0.402704950784643,0,0,0,0,0,0,0,-0.203218504062445,"Other",0,0,-0.203218504062445
"407","TMSB10",0.402494229335991,0,0,0,0,0,0,0,-0.203224963492085,"Other",0,0,-0.203224963492085
"891","TCF4",0.402409145118068,0,0,0,0,0,0,0,-0.203227571653346,"Other",0,0,-0.203227571653346
"1073","BCAP31",0.402336989479414,0,0,0,0,0,0,0,-0.203229783503511,"Other",0,0,-0.203229783503511
"806","PGK1",0.401432339898032,0,0,0,0,0,0,0,-0.203257514521676,"Other",0,0,-0.203257514521676
"1197","MTCH1",0.400989942703719,0,0,0,0,0,0,0,-0.203271075711427,"Other",0,0,-0.203271075711427
"274","ACTB",0.399905779063174,0,0,0,0,0,0,0,-0.203304309531712,"Other",0,0,-0.203304309531712
"1189","CCNG2",0.397296285978356,0,0,0,0,0,0,0,-0.203384300615136,"Other",0,0,-0.203384300615136
"414","PFN1",0.39684427035068,0,0,0,0,0,0,0,-0.203398156647173,"Other",0,0,-0.203398156647173
"1033","LMO4",0.396842188284112,0,0,0,0,0,0,0,-0.203398220470588,"Other",0,0,-0.203398220470588
"1242","COX7B",0.396700040347043,0,0,0,0,0,0,0,-0.20340257785615,"Other",0,0,-0.20340257785615
"462","ITM2B",0.395840807445975,0,0,0,0,0,0,0,-0.203428916676924,"Other",0,0,-0.203428916676924
